accession	species	domain	phylum	class	order	family	genus	taxonomy	methanotrophy.value	methanogenesis.value	methanogenesis_by_disproportionation_of_methyl_groups.value	acetoclastic_methanogenesis.value	methanogenesis_using_formate.value	methanogenesis_by_CO2_reduction_with_H2.value	methanogenesis_by_reduction_of_methyl_compounds_with_H2.value	hydrogenotrophic_methanogenesis.value	methanol_oxidation.value	methylotrophy.value	aerobic_ammonia_oxidation.value	aerobic_nitrite_oxidation.value	nitrification.value	sulfate_respiration.value	sulfur_respiration.value	dark_sulfite_oxidation.value	sulfite_respiration.value	thiosulfate_respiration.value	respiration_of_sulfur_compounds.value	arsenate_detoxification.value	arsenate_respiration.value	dissimilatory_arsenate_reduction.value	arsenite_oxidation_detoxification.value	arsenite_oxidation_energy_yielding.value	dissimilatory_arsenite_oxidation.value	anammox.value	nitrate_denitrification.value	nitrite_denitrification.value	nitrous_oxide_denitrification.value	chitinolysis.value	knallgas_bacteria.value	dark_hydrogen_oxidation.value	nitrogen_fixation.value	nitrate_ammonification.value	nitrite_ammonification.value	nitrite_respiration.value	gelatin_degradation.value	cellulolysis.value	xylanolysis.value	dark_sulfide_oxidation.value	dark_sulfur_oxidation.value	dark_thiosulfate_oxidation.value	dark_oxidation_of_sulfur_compounds.value	manganese_oxidation.value	manganese_respiration.value	ligninolysis.value	fermentation.value	lactic_acid_fermentation.value	alcohol_fermentation.value	aerobic_chemoheterotrophy.value	invertebrate_parasites.value	human_pathogens_septicemia.value	human_pathogens_pneumonia.value	human_pathogens_nosocomia.value	human_pathogens_meningitis.value	human_pathogens_gastroenteritis.value	human_pathogens_diarrhea.value	human_pathogens_all.value	fish_parasites.value	human_gut.value	human_associated.value	mammal_gut.value	animal_parasites_or_symbionts.value	plant_pathogen.value	oil_bioremediation.value	aromatic_hydrocarbon_degradation.value	aromatic_compound_degradation.value	aliphatic_non_methane_hydrocarbon_degradation.value	hydrocarbon_degradation.value	dark_iron_oxidation.value	iron_oxidation.value	iron_respiration.value	nitrate_respiration.value	nitrate_reduction.value	nitrogen_respiration.value	fumarate_respiration.value	intracellular_parasites.value	chlorate_reducers.value	predatory_or_exoparasitic.value	anoxygenic_photoautotrophy_H2_oxidizing.value	anoxygenic_photoautotrophy_S_oxidizing.value	anoxygenic_photoautotrophy_Fe_oxidizing.value	anoxygenic_photoautotrophy.value	oxygenic_photoautotrophy.value	photoautotrophy.value	aerobic_anoxygenic_phototrophy.value	photoheterotrophy.value	phototrophy.value	plastic_degradation.value	ureolysis.value	reductive_acetogenesis.value	acetate_oxidation.value	lactate_oxidation.value	chemoheterotrophy.value	alginate_degradation.value	pectin_degradation.value	collagen_degradation.value	anaerobic_chemoheterotrophy.value	obligate_anaerobes.value	facultative_anaerobes.value	sulfur_reduction.value
JF295054.1.1344	Pantoea_rodasii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea rodasii	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	A	U	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	A
KC934789.1.1417	Pantoea_rwandensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea rwandensis	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	A	U	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	A
KJ742705.1.1478	Pantoea_stewartii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea stewartii	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	A	U	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	A
JF295057.1.1344	Pantoea_wallisii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea wallisii	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	A	U	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	A
AF167711.1.1491	Papillibacter_cinnamivorans	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter;Papillibacter cinnamivorans	U	A	A	A	A	A	A	A	U	U	A	A	A	A	A	U	A	A	U	U	U	U	U	U	U	U	A	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	A	A	U	A	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	U	U	P	U	U	U	U	P	A	A
LC033797.1.1486	Parabacteroides_distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	U	A	A	A	A	A	A	A	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	A	U	U	U	P	U	U	U	P	P	A	U
AB261128.1.1492	Parabacteroides_johnsonii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U
AY169416.1.1303	Parabacteroides_merdae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U
Y07556.1.1541	Parachlamydia_acanthamoebae	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Parachlamydiaceae;Parachlamydia;Parachlamydia acanthamoebae	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	P	U	U	U	U	P	U	U	P	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U
AJ294415.1.1420	Paracoccus_alcaliphilus	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus alcaliphilus	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	P	U	P	U	U	U	U	A	P	U
Y13827.1.1408	Paracoccus_alkenifer	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus alkenifer	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	P	P	U	U	U	U	A	P	U
KC014612.1.1499	Paracoccus_aminophilus	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus aminophilus	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	P	U	U	P	U	P	U	U	U	U	A	P	U
LN832562.734385.735835	Paracoccus_aminovorans	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus aminovorans	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	P	P	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	P	U	P	U	U	U	U	A	P	U
AJ864469.30.1362	Paracoccus_bengalensis	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus bengalensis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	P	A	U	U	P	P	P	P	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	P	U	P	A	P	U	U	U	U	A	P	P
AB006899.1.1452	Paracoccus_carotinifaciens	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus carotinifaciens	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	P	U
AJ288159.1.1297	Paracoccus_denitrificans	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus denitrificans	P	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	P	A	U	U	P	U	U	U	P	P	U	P	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	P	U	U	P	P	P	U	U	U	U	A	U	U
AB681114.1.1390	Paracoccus_kocurii	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus kocurii	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	P	P	U	U	U	U	A	P	U
KY485273.1.1276	Paracoccus_kondratievae	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus kondratievae	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	P	U	U	U	P	U	U	U	U	U	P	P	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	P	U	P	U	U	U	U	A	P	U
Y12703.1.1430	Paracoccus_marcusii	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus marcusii	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	A	P	P	U	U	U	U	A	U	U
AF250334.1.1356	Paracoccus_methylutens	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus methylutens	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	P	U	P	U	U	U	U	A	U	U
Y07705.1.1405	Paracoccus_solventivorans	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus solventivorans	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	P	P	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	P	U
AB680635.1.1388	Paracoccus_thiocyanatus	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus thiocyanatus	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	A	U	U
EU308117.1.1371	Paracoccus_versutus	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus versutus	A	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	P	U	U	U	P	U	U	U	U	P	U	P	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	P	P	P	U	U	U	U	A	U	U
AB009013.1.1439	Paracraurococcus_ruber	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Paracraurococcus	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Paracraurococcus;Paracraurococcus ruber	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	A	A	P	U	A	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	A	U	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	P	A	A	U	U	U	U	U	U	U	A	U	P	P	P	U	P	U	A	P	P	U	U	U	A	A	A	U
AB331896.1.1483	Paraprevotella_clara	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;Paraprevotella clara	U	A	A	A	A	A	A	A	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	A	U	U	U	P	U	U	U	U	P	A	U
AB331897.1.1481	Paraprevotella_xylaniphila	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;Paraprevotella xylaniphila	U	A	A	A	A	A	A	A	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	P	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	A	U	U	U	P	U	U	U	U	P	A	U
D89331.1.1518	Parascardovia_denticolens	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia;Parascardovia denticolens	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	U	U	P	U	U	P	U	P	U	U	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	A
AJ272036.1.1487	Parasporobacterium_paucivorans	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Parasporobacterium	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Parasporobacterium;Parasporobacterium paucivorans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U
GU574708.1.1304	Parvibaculum_hydrocarboniclasticum	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Parvibaculum;Parvibaculum hydrocarboniclasticum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	P	P	U	U	U	U	A	U	U
AY387398.1.1451	Parvibaculum_lavamentivorans	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Parvibaculum;Parvibaculum lavamentivorans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	P	U	P	U	U	U	U	A	U	U
KM079615.1.1441	Pasteurella_canis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Pasteurella	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Pasteurella;Pasteurella canis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	P	U	U	U	U	P	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	P	A	P	U
HQ538835.1.1338	Pasteurella_dagmatis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Pasteurella	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Pasteurella;Pasteurella dagmatis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	P	U	U	U	U	U	P	U	U	P	U	P	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	U	U	P	U	U	U	P	A	P	U
KU533793.1.1416	Pasteurella_multocida	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Pasteurella	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Pasteurella;Pasteurella multocida	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	P	U	U	P	U	P	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	A	U	U	U	U	P	A	U	U	U	P	U	U	U	P	A	P	U
AY362925.1.1364	Pasteurella_stomatis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Pasteurella	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Pasteurella;Pasteurella stomatis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	P	A	P	U
AF134868.1.1493	Pasteuria_nishizawae	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria	Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;Pasteuria nishizawae	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U
HQ849359.1.1519	Pasteuria_penetrans	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria	Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;Pasteuria penetrans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U
FR682689.1.1485	Patulibacter_minatonensis	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Patulibacter;Patulibacter minatonensis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	A	U
